year,month,day,day_pillar,month_pillar,year_pillar,lunar_year,lunar_month,lunar_day,is_leap_month,solar_term_hanja,solar_term_korean,term_time,term_time_seoul_lmt,term_time_utc
1933,11,8,戊寅,癸亥,癸酉,1933,9,21,,立冬,입동,193311080542,193311080510,193311072042
1933,11,9,己卯,癸亥,癸酉,1933,9,22,,,,,,
1933,11,10,庚辰,癸亥,癸酉,1933,9,23,,,,,,
1933,11,11,辛巳,癸亥,癸酉,1933,9,24,,,,,,
1933,11,12,壬午,癸亥,癸酉,1933,9,25,,,,,,
1933,11,13,癸未,癸亥,癸酉,1933,9,26,,,,,,
1933,11,14,甲申,癸亥,癸酉,1933,9,27,,,,,,
1933,11,15,乙酉,癸亥,癸酉,1933,9,28,,,,,,
1933,11,16,丙戌,癸亥,癸酉,1933,9,29,,,,,,
1933,11,17,丁亥,癸亥,癸酉,1933,9,30,,,,,,
1933,11,18,戊子,癸亥,癸酉,1933,10,1,,,,,,
1933,11,19,己丑,癸亥,癸酉,1933,10,2,,,,,,
1933,11,20,庚寅,癸亥,癸酉,1933,10,3,,,,,,
1933,11,21,辛卯,癸亥,癸酉,1933,10,4,,,,,,
1933,11,22,壬辰,癸亥,癸酉,1933,10,5,,,,,,
1933,11,23,癸巳,癸亥,癸酉,1933,10,6,,小雪,소설,193311230253,193311230221,193311221753
1933,11,24,甲午,癸亥,癸酉,1933,10,7,,,,,,
1933,11,25,乙未,癸亥,癸酉,1933,10,8,,,,,,
1933,11,26,丙申,癸亥,癸酉,1933,10,9,,,,,,
1933,11,27,丁酉,癸亥,癸酉,1933,10,10,,,,,,
1933,11,28,戊戌,癸亥,癸酉,1933,10,11,,,,,,
1933,11,29,己亥,癸亥,癸酉,1933,10,12,,,,,,
1933,11,30,庚子,癸亥,癸酉,1933,10,13,,,,,,
1933,12,1,辛丑,癸亥,癸酉,1933,10,14,,,,,,
1933,12,2,壬寅,癸亥,癸酉,1933,10,15,,,,,,
1933,12,3,癸卯,癸亥,癸酉,1933,10,16,,,,,,
1933,12,4,甲辰,癸亥,癸酉,1933,10,17,,,,,,
1933,12,5,乙巳,癸亥,癸酉,1933,10,18,,,,,,
1933,12,6,丙午,癸亥,癸酉,1933,10,19,,,,,,
1933,12,7,丁未,甲子,癸酉,1933,10,20,,大雪,대설,193312072210,193312072138,193312071310
1933,12,8,戊申,甲子,癸酉,1933,10,21,,,,,,
1933,12,9,己酉,甲子,癸酉,1933,10,22,,,,,,
1933,12,10,庚戌,甲子,癸酉,1933,10,23,,,,,,
1933,12,11,辛亥,甲子,癸酉,1933,10,24,,,,,,
1933,12,12,壬子,甲子,癸酉,1933,10,25,,,,,,
1933,12,13,癸丑,甲子,癸酉,1933,10,26,,,,,,
1933,12,14,甲寅,甲子,癸酉,1933,10,27,,,,,,
1933,12,15,乙卯,甲子,癸酉,1933,10,28,,,,,,
1933,12,16,丙辰,甲子,癸酉,1933,10,29,,,,,,
1933,12,17,丁巳,甲子,癸酉,1933,11,1,,,,,,
1933,12,18,戊午,甲子,癸酉,1933,11,2,,,,,,
1933,12,19,己未,甲子,癸酉,1933,11,3,,,,,,
1933,12,20,庚申,甲子,癸酉,1933,11,4,,,,,,
1933,12,21,辛酉,甲子,癸酉,1933,11,5,,,,,,
1933,12,22,壬戌,甲子,癸酉,1933,11,6,,冬至,동지,193312221557,193312221525,193312220657
1933,12,23,癸亥,甲子,癸酉,1933,11,7,,,,,,
1933,12,24,甲子,甲子,癸酉,1933,11,8,,,,,,
1933,12,25,乙丑,甲子,癸酉,1933,11,9,,,,,,
1933,12,26,丙寅,甲子,癸酉,1933,11,10,,,,,,
1933,12,27,丁卯,甲子,癸酉,1933,11,11,,,,,,
1933,12,28,戊辰,甲子,癸酉,1933,11,12,,,,,,
1933,12,29,己巳,甲子,癸酉,1933,11,13,,,,,,
1933,12,30,庚午,甲子,癸酉,1933,11,14,,,,,,
1933,12,31,辛未,甲子,癸酉,1933,11,15,,,,,,
1934,1,1,壬申,甲子,癸酉,1933,11,16,,,,,,
1934,1,2,癸酉,甲子,癸酉,1933,11,17,,,,,,
1934,1,3,甲戌,甲子,癸酉,1933,11,18,,,,,,
1934,1,4,乙亥,甲子,癸酉,1933,11,19,,,,,,
1934,1,5,丙子,甲子,癸酉,1933,11,20,,,,,,
1934,1,6,丁丑,乙丑,癸酉,1933,11,21,,小寒,소한,193401060916,193401060844,193401060016
1934,1,7,戊寅,乙丑,癸酉,1933,11,22,,,,,,
1934,1,8,己卯,乙丑,癸酉,1933,11,23,,,,,,
1934,1,9,庚辰,乙丑,癸酉,1933,11,24,,,,,,
1934,1,10,辛巳,乙丑,癸酉,1933,11,25,,,,,,
1934,1,11,壬午,乙丑,癸酉,1933,11,26,,,,,,
1934,1,12,癸未,乙丑,癸酉,1933,11,27,,,,,,
1934,1,13,甲申,乙丑,癸酉,1933,11,28,,,,,,
1934,1,14,乙酉,乙丑,癸酉,1933,11,29,,,,,,
1934,1,15,丙戌,乙丑,癸酉,1933,12,1,,,,,,
1934,1,16,丁亥,乙丑,癸酉,1933,12,2,,,,,,
1934,1,17,戊子,乙丑,癸酉,1933,12,3,,,,,,
1934,1,18,己丑,乙丑,癸酉,1933,12,4,,,,,,
1934,1,19,庚寅,乙丑,癸酉,1933,12,5,,,,,,
1934,1,20,辛卯,乙丑,癸酉,1933,12,6,,,,,,
1934,1,21,壬辰,乙丑,癸酉,1933,12,7,,大寒,대한,193401210236,193401210204,193401201736
1934,1,22,癸巳,乙丑,癸酉,1933,12,8,,,,,,
1934,1,23,甲午,乙丑,癸酉,1933,12,9,,,,,,
1934,1,24,乙未,乙丑,癸酉,1933,12,10,,,,,,
1934,1,25,丙申,乙丑,癸酉,1933,12,11,,,,,,
1934,1,26,丁酉,乙丑,癸酉,1933,12,12,,,,,,
1934,1,27,戊戌,乙丑,癸酉,1933,12,13,,,,,,
1934,1,28,己亥,乙丑,癸酉,1933,12,14,,,,,,
1934,1,29,庚子,乙丑,癸酉,1933,12,15,,,,,,
1934,1,30,辛丑,乙丑,癸酉,1933,12,16,,,,,,
1934,1,31,壬寅,乙丑,癸酉,1933,12,17,,,,,,
1934,2,1,癸卯,乙丑,癸酉,1933,12,18,,,,,,
1934,2,2,甲辰,乙丑,癸酉,1933,12,19,,,,,,
1934,2,3,乙巳,乙丑,癸酉,1933,12,20,,,,,,
1934,2,4,丙午,丙寅,甲戌,1933,12,21,,立春,입춘,193402042103,193402042031,193402041203
1934,2,5,丁未,丙寅,甲戌,1933,12,22,,,,,,
1934,2,6,戊申,丙寅,甲戌,1933,12,23,,,,,,
1934,2,7,己酉,丙寅,甲戌,1933,12,24,,,,,,
1934,2,8,庚戌,丙寅,甲戌,1933,12,25,,,,,,
1934,2,9,辛亥,丙寅,甲戌,1933,12,26,,,,,,
1934,2,10,壬子,丙寅,甲戌,1933,12,27,,,,,,
1934,2,11,癸丑,丙寅,甲戌,1933,12,28,,,,,,
1934,2,12,甲寅,丙寅,甲戌,1933,12,29,,,,,,
1934,2,13,乙卯,丙寅,甲戌,1933,12,30,,,,,,
1934,2,14,丙辰,丙寅,甲戌,1934,1,1,,,,,,
1934,2,15,丁巳,丙寅,甲戌,1934,1,2,,,,,,
1934,2,16,戊午,丙寅,甲戌,1934,1,3,,,,,,
1934,2,17,己未,丙寅,甲戌,1934,1,4,,,,,,
1934,2,18,庚申,丙寅,甲戌,1934,1,5,,,,,,
1934,2,19,辛酉,丙寅,甲戌,1934,1,6,,雨水,우수,193402191701,193402191629,193402190801
1934,2,20,壬戌,丙寅,甲戌,1934,1,7,,,,,,
1934,2,21,癸亥,丙寅,甲戌,1934,1,8,,,,,,
1934,2,22,甲子,丙寅,甲戌,1934,1,9,,,,,,
1934,2,23,乙丑,丙寅,甲戌,1934,1,10,,,,,,
1934,2,24,丙寅,丙寅,甲戌,1934,1,11,,,,,,
1934,2,25,丁卯,丙寅,甲戌,1934,1,12,,,,,,
1934,2,26,戊辰,丙寅,甲戌,1934,1,13,,,,,,
1934,2,27,己巳,丙寅,甲戌,1934,1,14,,,,,,
1934,2,28,庚午,丙寅,甲戌,1934,1,15,,,,,,
1934,3,1,辛未,丙寅,甲戌,1934,1,16,,,,,,
1934,3,2,壬申,丙寅,甲戌,1934,1,17,,,,,,
1934,3,3,癸酉,丙寅,甲戌,1934,1,18,,,,,,
1934,3,4,甲戌,丙寅,甲戌,1934,1,19,,,,,,
1934,3,5,乙亥,丙寅,甲戌,1934,1,20,,,,,,
1934,3,6,丙子,丁卯,甲戌,1934,1,21,,驚蟄,경칩,193403061526,193403061453,193403060626
1934,3,7,丁丑,丁卯,甲戌,1934,1,22,,,,,,
1934,3,8,戊寅,丁卯,甲戌,1934,1,23,,,,,,
1934,3,9,己卯,丁卯,甲戌,1934,1,24,,,,,,
1934,3,10,庚辰,丁卯,甲戌,1934,1,25,,,,,,
1934,3,11,辛巳,丁卯,甲戌,1934,1,26,,,,,,
1934,3,12,壬午,丁卯,甲戌,1934,1,27,,,,,,
1934,3,13,癸未,丁卯,甲戌,1934,1,28,,,,,,
1934,3,14,甲申,丁卯,甲戌,1934,1,29,,,,,,
1934,3,15,乙酉,丁卯,甲戌,1934,2,1,,,,,,
1934,3,16,丙戌,丁卯,甲戌,1934,2,2,,,,,,
1934,3,17,丁亥,丁卯,甲戌,1934,2,3,,,,,,
1934,3,18,戊子,丁卯,甲戌,1934,2,4,,,,,,
1934,3,19,己丑,丁卯,甲戌,1934,2,5,,,,,,
1934,3,20,庚寅,丁卯,甲戌,1934,2,6,,,,,,
1934,3,21,辛卯,丁卯,甲戌,1934,2,7,,春分,춘분,193403211627,193403211555,193403210727
1934,3,22,壬辰,丁卯,甲戌,1934,2,8,,,,,,
1934,3,23,癸巳,丁卯,甲戌,1934,2,9,,,,,,
1934,3,24,甲午,丁卯,甲戌,1934,2,10,,,,,,
1934,3,25,乙未,丁卯,甲戌,1934,2,11,,,,,,
1934,3,26,丙申,丁卯,甲戌,1934,2,12,,,,,,
1934,3,27,丁酉,丁卯,甲戌,1934,2,13,,,,,,
1934,3,28,戊戌,丁卯,甲戌,1934,2,14,,,,,,
1934,3,29,己亥,丁卯,甲戌,1934,2,15,,,,,,
1934,3,30,庚子,丁卯,甲戌,1934,2,16,,,,,,
1934,3,31,辛丑,丁卯,甲戌,1934,2,17,,,,,,
1934,4,1,壬寅,丁卯,甲戌,1934,2,18,,,,,,
1934,4,2,癸卯,丁卯,甲戌,1934,2,19,,,,,,
1934,4,3,甲辰,丁卯,甲戌,1934,2,20,,,,,,
1934,4,4,乙巳,丁卯,甲戌,1934,2,21,,,,,,
1934,4,5,丙午,戊辰,甲戌,1934,2,22,,清明,청명,193404052043,193404052011,193404051143
1934,4,6,丁未,戊辰,甲戌,1934,2,23,,,,,,
1934,4,7,戊申,戊辰,甲戌,1934,2,24,,,,,,
1934,4,8,己酉,戊辰,甲戌,1934,2,25,,,,,,
1934,4,9,庚戌,戊辰,甲戌,1934,2,26,,,,,,
1934,4,10,辛亥,戊辰,甲戌,1934,2,27,,,,,,
1934,4,11,壬子,戊辰,甲戌,1934,2,28,,,,,,
1934,4,12,癸丑,戊辰,甲戌,1934,2,29,,,,,,
1934,4,13,甲寅,戊辰,甲戌,1934,2,30,,,,,,
1934,4,14,乙卯,戊辰,甲戌,1934,3,1,,,,,,
1934,4,15,丙辰,戊辰,甲戌,1934,3,2,,,,,,
1934,4,16,丁巳,戊辰,甲戌,1934,3,3,,,,,,
1934,4,17,戊午,戊辰,甲戌,1934,3,4,,,,,,
1934,4,18,己未,戊辰,甲戌,1934,3,5,,,,,,
1934,4,19,庚申,戊辰,甲戌,1934,3,6,,,,,,
1934,4,20,辛酉,戊辰,甲戌,1934,3,7,,,,,,
1934,4,21,壬戌,戊辰,甲戌,1934,3,8,,穀雨,곡우,193404210359,193404210327,193404201859
1934,4,22,癸亥,戊辰,甲戌,1934,3,9,,,,,,
1934,4,23,甲子,戊辰,甲戌,1934,3,10,,,,,,
1934,4,24,乙丑,戊辰,甲戌,1934,3,11,,,,,,
1934,4,25,丙寅,戊辰,甲戌,1934,3,12,,,,,,
1934,4,26,丁卯,戊辰,甲戌,1934,3,13,,,,,,
1934,4,27,戊辰,戊辰,甲戌,1934,3,14,,,,,,
1934,4,28,己巳,戊辰,甲戌,1934,3,15,,,,,,
1934,4,29,庚午,戊辰,甲戌,1934,3,16,,,,,,
1934,4,30,辛未,戊辰,甲戌,1934,3,17,,,,,,
1934,5,1,壬申,戊辰,甲戌,1934,3,18,,,,,,
1934,5,2,癸酉,戊辰,甲戌,1934,3,19,,,,,,
1934,5,3,甲戌,戊辰,甲戌,1934,3,20,,,,,,
1934,5,4,乙亥,戊辰,甲戌,1934,3,21,,,,,,
1934,5,5,丙子,戊辰,甲戌,1934,3,22,,,,,,
1934,5,6,丁丑,己巳,甲戌,1934,3,23,,立夏,입하,193405061430,193405061358,193405060530
1934,5,7,戊寅,己巳,甲戌,1934,3,24,,,,,,
1934,5,8,己卯,己巳,甲戌,1934,3,25,,,,,,
1934,5,9,庚辰,己巳,甲戌,1934,3,26,,,,,,
1934,5,10,辛巳,己巳,甲戌,1934,3,27,,,,,,
1934,5,11,壬午,己巳,甲戌,1934,3,28,,,,,,
1934,5,12,癸未,己巳,甲戌,1934,3,29,,,,,,
1934,5,13,甲申,己巳,甲戌,1934,4,1,,,,,,
1934,5,14,乙酉,己巳,甲戌,1934,4,2,,,,,,
1934,5,15,丙戌,己巳,甲戌,1934,4,3,,,,,,
1934,5,16,丁亥,己巳,甲戌,1934,4,4,,,,,,
1934,5,17,戊子,己巳,甲戌,1934,4,5,,,,,,
1934,5,18,己丑,己巳,甲戌,1934,4,6,,,,,,
1934,5,19,庚寅,己巳,甲戌,1934,4,7,,,,,,
1934,5,20,辛卯,己巳,甲戌,1934,4,8,,,,,,
1934,5,21,壬辰,己巳,甲戌,1934,4,9,,,,,,
1934,5,22,癸巳,己巳,甲戌,1934,4,10,,小滿,소만,193405220334,193405220302,193405211834
1934,5,23,甲午,己巳,甲戌,1934,4,11,,,,,,
1934,5,24,乙未,己巳,甲戌,1934,4,12,,,,,,
1934,5,25,丙申,己巳,甲戌,1934,4,13,,,,,,
1934,5,26,丁酉,己巳,甲戌,1934,4,14,,,,,,
1934,5,27,戊戌,己巳,甲戌,1934,4,15,,,,,,
1934,5,28,己亥,己巳,甲戌,1934,4,16,,,,,,
1934,5,29,庚子,己巳,甲戌,1934,4,17,,,,,,
1934,5,30,辛丑,己巳,甲戌,1934,4,18,,,,,,
1934,5,31,壬寅,己巳,甲戌,1934,4,19,,,,,,
1934,6,1,癸卯,己巳,甲戌,1934,4,20,,,,,,
1934,6,2,甲辰,己巳,甲戌,1934,4,21,,,,,,
1934,6,3,乙巳,己巳,甲戌,1934,4,22,,,,,,
1934,6,4,丙午,己巳,甲戌,1934,4,23,,,,,,
1934,6,5,丁未,己巳,甲戌,1934,4,24,,,,,,
1934,6,6,戊申,庚午,甲戌,1934,4,25,,芒種,망종,193406061901,193406061828,193406061001
1934,6,7,己酉,庚午,甲戌,1934,4,26,,,,,,
1934,6,8,庚戌,庚午,甲戌,1934,4,27,,,,,,
1934,6,9,辛亥,庚午,甲戌,1934,4,28,,,,,,
1934,6,10,壬子,庚午,甲戌,1934,4,29,,,,,,
1934,6,11,癸丑,庚午,甲戌,1934,4,30,,,,,,
1934,6,12,甲寅,庚午,甲戌,1934,5,1,,,,,,
1934,6,13,乙卯,庚午,甲戌,1934,5,2,,,,,,
1934,6,14,丙辰,庚午,甲戌,1934,5,3,,,,,,
1934,6,15,丁巳,庚午,甲戌,1934,5,4,,,,,,
1934,6,16,戊午,庚午,甲戌,1934,5,5,,,,,,
1934,6,17,己未,庚午,甲戌,1934,5,6,,,,,,
1934,6,18,庚申,庚午,甲戌,1934,5,7,,,,,,
1934,6,19,辛酉,庚午,甲戌,1934,5,8,,,,,,
1934,6,20,壬戌,庚午,甲戌,1934,5,9,,,,,,
1934,6,21,癸亥,庚午,甲戌,1934,5,10,,,,,,
1934,6,22,甲子,庚午,甲戌,1934,5,11,,夏至,하지,193406221147,193406221115,193406220247
1934,6,23,乙丑,庚午,甲戌,1934,5,12,,,,,,
1934,6,24,丙寅,庚午,甲戌,1934,5,13,,,,,,
1934,6,25,丁卯,庚午,甲戌,1934,5,14,,,,,,
1934,6,26,戊辰,庚午,甲戌,1934,5,15,,,,,,
1934,6,27,己巳,庚午,甲戌,1934,5,16,,,,,,
1934,6,28,庚午,庚午,甲戌,1934,5,17,,,,,,
1934,6,29,辛未,庚午,甲戌,1934,5,18,,,,,,
1934,6,30,壬申,庚午,甲戌,1934,5,19,,,,,,
1934,7,1,癸酉,庚午,甲戌,1934,5,20,,,,,,
1934,7,2,甲戌,庚午,甲戌,1934,5,21,,,,,,
1934,7,3,乙亥,庚午,甲戌,1934,5,22,,,,,,
1934,7,4,丙子,庚午,甲戌,1934,5,23,,,,,,
1934,7,5,丁丑,庚午,甲戌,1934,5,24,,,,,,
1934,7,6,戊寅,庚午,甲戌,1934,5,25,,,,,,
1934,7,7,己卯,庚午,甲戌,1934,5,26,,,,,,
1934,7,8,庚辰,辛未,甲戌,1934,5,27,,小暑,소서,193407080524,193407080452,193407072024
1934,7,9,辛巳,辛未,甲戌,1934,5,28,,,,,,
1934,7,10,壬午,辛未,甲戌,1934,5,29,,,,,,
1934,7,11,癸未,辛未,甲戌,1934,5,30,,,,,,
1934,7,12,甲申,辛未,甲戌,1934,6,1,,,,,,
1934,7,13,乙酉,辛未,甲戌,1934,6,2,,,,,,
1934,7,14,丙戌,辛未,甲戌,1934,6,3,,,,,,
1934,7,15,丁亥,辛未,甲戌,1934,6,4,,,,,,
1934,7,16,戊子,辛未,甲戌,1934,6,5,,,,,,
1934,7,17,己丑,辛未,甲戌,1934,6,6,,,,,,
1934,7,18,庚寅,辛未,甲戌,1934,6,7,,,,,,
1934,7,19,辛卯,辛未,甲戌,1934,6,8,,,,,,
1934,7,20,壬辰,辛未,甲戌,1934,6,9,,,,,,
1934,7,21,癸巳,辛未,甲戌,1934,6,10,,,,,,
1934,7,22,甲午,辛未,甲戌,1934,6,11,,,,,,
1934,7,23,乙未,辛未,甲戌,1934,6,12,,大暑,대서,193407232241,193407232209,193407231341
1934,7,24,丙申,辛未,甲戌,1934,6,13,,,,,,
1934,7,25,丁酉,辛未,甲戌,1934,6,14,,,,,,
1934,7,26,戊戌,辛未,甲戌,1934,6,15,,,,,,
1934,7,27,己亥,辛未,甲戌,1934,6,16,,,,,,
1934,7,28,庚子,辛未,甲戌,1934,6,17,,,,,,
1934,7,29,辛丑,辛未,甲戌,1934,6,18,,,,,,
1934,7,30,壬寅,辛未,甲戌,1934,6,19,,,,,,
1934,7,31,癸卯,辛未,甲戌,1934,6,20,,,,,,
1934,8,1,甲辰,辛未,甲戌,1934,6,21,,,,,,
1934,8,2,乙巳,辛未,甲戌,1934,6,22,,,,,,
1934,8,3,丙午,辛未,甲戌,1934,6,23,,,,,,
1934,8,4,丁未,辛未,甲戌,1934,6,24,,,,,,
1934,8,5,戊申,辛未,甲戌,1934,6,25,,,,,,
1934,8,6,己酉,辛未,甲戌,1934,6,26,,,,,,
1934,8,7,庚戌,辛未,甲戌,1934,6,27,,,,,,
1934,8,8,辛亥,壬申,甲戌,1934,6,28,,立秋,입추,193408081503,193408081431,193408080603
1934,8,9,壬子,壬申,甲戌,1934,6,29,,,,,,
1934,8,10,癸丑,壬申,甲戌,1934,7,1,,,,,,
1934,8,11,甲寅,壬申,甲戌,1934,7,2,,,,,,
1934,8,12,乙卯,壬申,甲戌,1934,7,3,,,,,,
1934,8,13,丙辰,壬申,甲戌,1934,7,4,,,,,,
1934,8,14,丁巳,壬申,甲戌,1934,7,5,,,,,,
1934,8,15,戊午,壬申,甲戌,1934,7,6,,,,,,
1934,8,16,己未,壬申,甲戌,1934,7,7,,,,,,
1934,8,17,庚申,壬申,甲戌,1934,7,8,,,,,,
1934,8,18,辛酉,壬申,甲戌,1934,7,9,,,,,,
1934,8,19,壬戌,壬申,甲戌,1934,7,10,,,,,,
1934,8,20,癸亥,壬申,甲戌,1934,7,11,,,,,,
1934,8,21,甲子,壬申,甲戌,1934,7,12,,,,,,
1934,8,22,乙丑,壬申,甲戌,1934,7,13,,,,,,
1934,8,23,丙寅,壬申,甲戌,1934,7,14,,,,,,
1934,8,24,丁卯,壬申,甲戌,1934,7,15,,處暑,처서,193408240531,193408240459,193408232031
1934,8,25,戊辰,壬申,甲戌,1934,7,16,,,,,,
1934,8,26,己巳,壬申,甲戌,1934,7,17,,,,,,
1934,8,27,庚午,壬申,甲戌,1934,7,18,,,,,,
1934,8,28,辛未,壬申,甲戌,1934,7,19,,,,,,
1934,8,29,壬申,壬申,甲戌,1934,7,20,,,,,,
1934,8,30,癸酉,壬申,甲戌,1934,7,21,,,,,,
1934,8,31,甲戌,壬申,甲戌,1934,7,22,,,,,,
1934,9,1,乙亥,壬申,甲戌,1934,7,23,,,,,,
1934,9,2,丙子,壬申,甲戌,1934,7,24,,,,,,
1934,9,3,丁丑,壬申,甲戌,1934,7,25,,,,,,
1934,9,4,戊寅,壬申,甲戌,1934,7,26,,,,,,
1934,9,5,己卯,壬申,甲戌,1934,7,27,,,,,,
1934,9,6,庚辰,壬申,甲戌,1934,7,28,,,,,,
1934,9,7,辛巳,壬申,甲戌,1934,7,29,,,,,,
1934,9,8,壬午,癸酉,甲戌,1934,7,30,,白露,백로,193409081735,193409081703,193409080835
1934,9,9,癸未,癸酉,甲戌,1934,8,1,,,,,,
1934,9,10,甲申,癸酉,甲戌,1934,8,2,,,,,,
1934,9,11,乙酉,癸酉,甲戌,1934,8,3,,,,,,
1934,9,12,丙戌,癸酉,甲戌,1934,8,4,,,,,,
1934,9,13,丁亥,癸酉,甲戌,1934,8,5,,,,,,
1934,9,14,戊子,癸酉,甲戌,1934,8,6,,,,,,
1934,9,15,己丑,癸酉,甲戌,1934,8,7,,,,,,
1934,9,16,庚寅,癸酉,甲戌,1934,8,8,,,,,,
1934,9,17,辛卯,癸酉,甲戌,1934,8,9,,,,,,
1934,9,18,壬辰,癸酉,甲戌,1934,8,10,,,,,,
1934,9,19,癸巳,癸酉,甲戌,1934,8,11,,,,,,
1934,9,20,甲午,癸酉,甲戌,1934,8,12,,,,,,
1934,9,21,乙未,癸酉,甲戌,1934,8,13,,,,,,
1934,9,22,丙申,癸酉,甲戌,1934,8,14,,,,,,
1934,9,23,丁酉,癸酉,甲戌,1934,8,15,,,,,,
1934,9,24,戊戌,癸酉,甲戌,1934,8,16,,秋分,추분,193409240244,193409240212,193409231744
1934,9,25,己亥,癸酉,甲戌,1934,8,17,,,,,,
1934,9,26,庚子,癸酉,甲戌,1934,8,18,,,,,,
1934,9,27,辛丑,癸酉,甲戌,1934,8,19,,,,,,
1934,9,28,壬寅,癸酉,甲戌,1934,8,20,,,,,,
1934,9,29,癸卯,癸酉,甲戌,1934,8,21,,,,,,
1934,9,30,甲辰,癸酉,甲戌,1934,8,22,,,,,,
1934,10,1,乙巳,癸酉,甲戌,1934,8,23,,,,,,
1934,10,2,丙午,癸酉,甲戌,1934,8,24,,,,,,
1934,10,3,丁未,癸酉,甲戌,1934,8,25,,,,,,
1934,10,4,戊申,癸酉,甲戌,1934,8,26,,,,,,
1934,10,5,己酉,癸酉,甲戌,1934,8,27,,,,,,
1934,10,6,庚戌,癸酉,甲戌,1934,8,28,,,,,,
1934,10,7,辛亥,癸酉,甲戌,1934,8,29,,,,,,
1934,10,8,壬子,癸酉,甲戌,1934,8,30,,,,,,
1934,10,9,癸丑,甲戌,甲戌,1934,9,1,,寒露,한로,193410090844,193410090812,193410082344
1934,10,10,甲寅,甲戌,甲戌,1934,9,2,,,,,,
1934,10,11,乙卯,甲戌,甲戌,1934,9,3,,,,,,
1934,10,12,丙辰,甲戌,甲戌,1934,9,4,,,,,,
1934,10,13,丁巳,甲戌,甲戌,1934,9,5,,,,,,
1934,10,14,戊午,甲戌,甲戌,1934,9,6,,,,,,
1934,10,15,己未,甲戌,甲戌,1934,9,7,,,,,,
1934,10,16,庚申,甲戌,甲戌,1934,9,8,,,,,,
1934,10,17,辛酉,甲戌,甲戌,1934,9,9,,,,,,
1934,10,18,壬戌,甲戌,甲戌,1934,9,10,,,,,,
1934,10,19,癸亥,甲戌,甲戌,1934,9,11,,,,,,
1934,10,20,甲子,甲戌,甲戌,1934,9,12,,,,,,
1934,10,21,乙丑,甲戌,甲戌,1934,9,13,,,,,,
1934,10,22,丙寅,甲戌,甲戌,1934,9,14,,,,,,
1934,10,23,丁卯,甲戌,甲戌,1934,9,15,,,,,,
1934,10,24,戊辰,甲戌,甲戌,1934,9,16,,霜降,상강,193410241135,193410241103,193410240235
1934,10,25,己巳,甲戌,甲戌,1934,9,17,,,,,,
1934,10,26,庚午,甲戌,甲戌,1934,9,18,,,,,,
1934,10,27,辛未,甲戌,甲戌,1934,9,19,,,,,,
1934,10,28,壬申,甲戌,甲戌,1934,9,20,,,,,,
1934,10,29,癸酉,甲戌,甲戌,1934,9,21,,,,,,
1934,10,30,甲戌,甲戌,甲戌,1934,9,22,,,,,,
1934,10,31,乙亥,甲戌,甲戌,1934,9,23,,,,,,
1934,11,1,丙子,甲戌,甲戌,1934,9,24,,,,,,
1934,11,2,丁丑,甲戌,甲戌,1934,9,25,,,,,,
1934,11,3,戊寅,甲戌,甲戌,1934,9,26,,,,,,
1934,11,4,己卯,甲戌,甲戌,1934,9,27,,,,,,
1934,11,5,庚辰,甲戌,甲戌,1934,9,28,,,,,,
1934,11,6,辛巳,甲戌,甲戌,1934,9,29,,,,,,
1934,11,7,壬午,甲戌,甲戌,1934,10,1,,,,,,
1934,11,8,癸未,乙亥,甲戌,1934,10,2,,立冬,입동,193411081126,193411081054,193411080226
1934,11,9,甲申,乙亥,甲戌,1934,10,3,,,,,,
1934,11,10,乙酉,乙亥,甲戌,1934,10,4,,,,,,
1934,11,11,丙戌,乙亥,甲戌,1934,10,5,,,,,,
1934,11,12,丁亥,乙亥,甲戌,1934,10,6,,,,,,
1934,11,13,戊子,乙亥,甲戌,1934,10,7,,,,,,
1934,11,14,己丑,乙亥,甲戌,1934,10,8,,,,,,
1934,11,15,庚寅,乙亥,甲戌,1934,10,9,,,,,,
1934,11,16,辛卯,乙亥,甲戌,1934,10,10,,,,,,
1934,11,17,壬辰,乙亥,甲戌,1934,10,11,,,,,,
1934,11,18,癸巳,乙亥,甲戌,1934,10,12,,,,,,
1934,11,19,甲午,乙亥,甲戌,1934,10,13,,,,,,
1934,11,20,乙未,乙亥,甲戌,1934,10,14,,,,,,
1934,11,21,丙申,乙亥,甲戌,1934,10,15,,,,,,
1934,11,22,丁酉,乙亥,甲戌,1934,10,16,,,,,,
1934,11,23,戊戌,乙亥,甲戌,1934,10,17,,小雪,소설,193411230844,193411230811,193411222344
1934,11,24,己亥,乙亥,甲戌,1934,10,18,,,,,,
1934,11,25,庚子,乙亥,甲戌,1934,10,19,,,,,,
1934,11,26,辛丑,乙亥,甲戌,1934,10,20,,,,,,
1934,11,27,壬寅,乙亥,甲戌,1934,10,21,,,,,,
1934,11,28,癸卯,乙亥,甲戌,1934,10,22,,,,,,
1934,11,29,甲辰,乙亥,甲戌,1934,10,23,,,,,,
1934,11,30,乙巳,乙亥,甲戌,1934,10,24,,,,,,
1934,12,1,丙午,乙亥,甲戌,1934,10,25,,,,,,
1934,12,2,丁未,乙亥,甲戌,1934,10,26,,,,,,
1934,12,3,戊申,乙亥,甲戌,1934,10,27,,,,,,
1934,12,4,己酉,乙亥,甲戌,1934,10,28,,,,,,
1934,12,5,庚戌,乙亥,甲戌,1934,10,29,,,,,,
1934,12,6,辛亥,乙亥,甲戌,1934,10,30,,,,,,
